waktu,username,text
2022-03-10 14:04:39+00:00,Pedro Pedro #UE #WolneS?dy ???? ?????? ??,b'@Darth_is_Vader @polskawruinie2 Ten sam zyebany mental'
2022-03-10 15:23:05+00:00,dewi floyen,b'@daumsaeng Siapin mental aja\xf0\x9f\xa5\xb2\xf0\x9f\x91\x8d'
2022-03-08 21:38:58+00:00,Bukan Gagliardini,b'@daunasuryarty Lord gagli maaen lho kak. Persiapkan mental! \xf0\x9f\x98\x81'
2022-03-08 14:12:18+00:00,Mohd Anuar,"b'@davetoh_2020 @theblackdogcute @dapmalaysia @syahredzan @Bossbm17 Dia tak ada mental, tinggal dekat rumah.'"
2022-03-09 23:48:32+00:00,JHUSTINUS KONTOL,b'@davinaassh @CoachJustinL Berarti mentalnya lemah gapernah juaraa. Yhahaa kena mental gabisa comment YouTube lu mat\xe2\x80\xa6 https://t.co/C4DyyMpMcm'
2022-03-09 22:31:55+00:00,Joko,"b'@davinaassh @CoachJustinL Cie penjilat, pengen di RT Ampe komen bgini. Ga semua tim punya mental dan bisa memanfaat\xe2\x80\xa6 https://t.co/dmNhOvciel'"
2022-03-10 03:00:59+00:00,juliabecker ??,b'@davinaassh @CoachJustinL Club kaya dengan pemain mahal vs Club DNA UCL dengan mental juara.  You can buy Ligue 1 b\xe2\x80\xa6 https://t.co/ZLA7y75EBj'
2022-03-09 22:34:49+00:00,Fathu,b'@davinaassh @CoachJustinL Emang betul tapi mental berbicara.'
2022-03-10 02:07:47+00:00,Fedee,b'@davinaassh @CoachJustinL Klo udah di UCL taktik bakalan kalah sama mental'
2022-03-10 05:29:26+00:00,QueSeraSera,b'@davinaassh @CoachJustinL Lu mau bilang madrid nol kreativitas atau gk hebat atau biasa aja atau apalahh. Mental ma\xe2\x80\xa6 https://t.co/xPyTgDbVSF'
2022-03-10 01:52:08+00:00,Jack Office,"b'@davinaassh @CoachJustinL Memang kreatifitas serangan di sepakbola itu penting. Tapi pressing yang efektif, mental\xe2\x80\xa6 https://t.co/5D1t1cYZ7O'"
2022-03-09 23:31:10+00:00,Not Human,b'@davinaassh @CoachJustinL Mental juara yang bicara'
2022-03-09 22:52:11+00:00,MeChael,b'@davinaassh @CoachJustinL Psg murni kalah Mental'
2022-03-09 22:37:59+00:00,edoy666,"b'@davinaassh @CoachJustinL Sepak bola bukan hanya sekedar taktik, yang madrid perlukan mental,skill,kecerdasan kalo\xe2\x80\xa6 https://t.co/ov14gNQnSi'"
2022-03-10 12:20:53+00:00,wildlife,b'@davionnz Klo ini dibayar pake mental health kak'
2022-03-09 07:43:47+00:00,asafrocky,"b'@dayaalmizi jangan la doakan, mental saya nanti \xf0\x9f\x98\x8c'"
2022-03-08 18:30:43+00:00,LK,"b'@dayatpiliang @SpotifyID Samaa. Pass login juga mental, link yg masuk ke email juga error'"
2022-03-10 14:31:33+00:00,??,"b'@dayatpiliang Banyakkk, biar mental makin kuattt'"
2022-03-10 09:53:46+00:00,riskampret,b'@dayatpiliang lagunya ga bagus buat mental gw saat ini'
2022-03-10 14:27:14+00:00,(.???),"b'@daydreamvreakie Jangan takut, persiapin diri sama mental sebaik mungkin tapi janga jadi beban buat batin juga, ter\xe2\x80\xa6 https://t.co/3fbN8IAC6b'"
2022-03-08 15:31:36+00:00,ciara??,b'@daymellonotreal mental init'
2022-03-10 12:35:32+00:00,zyzy ??,"b'@daysdobbydays otak, mental sama uang dikuras teruuss\xf0\x9f\x98\x94'"
2022-03-09 15:24:47+00:00,rin. ? ????,b'@dazekrit \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad ini untuk melatih mental kita sebenernya. Bkpp anjing emang.. \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb'
2022-03-10 07:53:51+00:00,setop wijaya,b'@dd_3388_oo @andreiyt @FaktaSepakbola KLO dah smpe final itu tinggal kualitas mental aja sih. Perlu apresiasi juga\xe2\x80\xa6 https://t.co/xbIREOw0kI'
2022-03-09 14:27:32+00:00,Taraktakdungexo?,"b'@ddiittanyaaja maaf nder krng setuju sm ""sudah dwsa simpan sendiri.."" itu not better bt mental health kita, kita ne\xe2\x80\xa6 https://t.co/MvWPKskngu'"
2022-03-09 03:07:36+00:00,??????,b'@dditaaapw nyat o njarak terus marai emosi o sampe seneni bapake ra mental \xf0\x9f\x98\x8c'
2022-03-10 13:15:47+00:00,Bila??,"b'@dearhoshikwon Nggak dongg, stress bukan berarti mental lemahh, jadi kalau kamu lagi ngerasa stress itu hal yang wa\xe2\x80\xa6 https://t.co/tY1tlCxc1y'"
2022-03-09 11:59:37+00:00,Never Lose Hopes,"b'@decalcomaniwhat @convomf Jujur aja, emang kenapa? Takut? Gak enak? Bilang aja ""Ya lagi menjaga mental dari toxic positivity"" *slap*'"
2022-03-09 22:41:01+00:00,reza F tanjung,"b'@dedyHD_ Bener mas, liga cempyens ki mental sing berpengaruh besar. Lha PSG ora bedo mbek Inter yo, 16 besar we ra lolos'"
2022-03-09 22:47:23+00:00,reza F tanjung,"b'@dedyHD_ Inter seperti anak kemarin sore yg baru belajar main sepakbola di liga cempyens lagi, biar punya mental seperti king madrid \xf0\x9f\x99\x8f'"
2022-03-10 04:24:47+00:00,CLuCH,b'@DeepakY93706708 @abhishe71523100 @RajputKanyaUP @yadavakhilesh Taras aa rha tere pe . Mental hospital ka adderess\xe2\x80\xa6 https://t.co/feF1O07U1E'
2022-03-09 22:38:20+00:00,???? me???? who?,"b'@def_rijon @CoachJustinL Wkkwkwk ya masih raguin lah ga selamanya namanya mental terus stabil, pasti ada titik naik\xe2\x80\xa6 https://t.co/u0thQGYKp2'"
2022-03-09 22:51:37+00:00,???? me???? who?,"b'@def_rijon @CoachJustinL Ya itulah, kl dibilang pemain hebat ya siapa yg raguin tp masalah mental udah beda lagi, b\xe2\x80\xa6 https://t.co/eGuYwH5gPL'"
2022-03-09 01:40:43+00:00,Febriyan Pratama,"b'@delbepict @CNNIndonesia Yang jelas, bukan dgn orang sepertimu, yang sangat jelas kelihatan sekali mental terbelakang nya. \xf0\x9f\x98\x82'"
2022-03-10 06:58:33+00:00,dapi,b'@delicattso KAK MENTAL LU KEREN ABIS'
2022-03-10 08:06:44+00:00,zea!,b'@delicattso KAK SUMPAH WKWKWK MENTAL BAJA ELU'
2022-03-09 13:44:26+00:00,patricia?,b'@delinquentfoxy ENGGA AKU NAIK PERAHU tp ps lempar pancing dia mental'
2022-03-10 04:44:45+00:00,Sooyoung,b'@deliratione Authornya ikutan kena mental \xf0\x9f\x98\xad'
2022-03-09 03:45:45+00:00,Hend,b'@democrazymedia @Tuahsakato999 revolusi mental dimulai dari penjara...'
2022-03-08 13:40:30+00:00,al_fakir4891,b'@democrazymedia Beraninya cuma lawan yang lemah tak berdaya.. mental kerupuk..'
2022-03-08 17:11:13+00:00,SipahitLidah,b'@democrazymedia inilah MENTAL MENTAL LONDO IRENG...'
2022-03-10 09:54:10+00:00,???,b'@democrazymedia mental korup dari atas sampe bawah...gimana bisa maju Indonesia'
2022-03-09 05:15:57+00:00,????O?4? ?3?b4L!??????3z!? ?4d!?4L????,b'@democrazymedia Ngeles lah JK kawan sudah tertangkap PUTAR BALIK FAKTA LG endingnya mental revolusi ank cucu pki'
2022-03-10 10:42:04+00:00,SULTHAN rebon. akun pengganti Sulthan.,b'@democrazymedia Semua program jokowi gagal total  Cuma ngibul termsk revolusi mental. Orang terdkt nya byk tdk puny\xe2\x80\xa6 https://t.co/BRFaoDafco'
2022-03-09 08:01:40+00:00,doshoop(T&T&T),b'@Demon96Devil Main AlterEgo lead di hp... Semoga itu bisa mendorong kondisi mental leader...'
2022-03-10 07:26:48+00:00,Kopi sachetan,b'@Dems_hehe Jauhi demi kesehatan mental sendiri'
2022-03-09 15:26:32+00:00,Rifqi Taufik Riesnaldi,"b'@dengkulresing Aslina, jaba david cedera deuih, ehh aya mental jawara ningan persib ayeuna teh, bungahna moal aya d\xe2\x80\xa6 https://t.co/mxCaKNn8M6'"
2022-03-10 04:29:43+00:00,Syazwana,b'@DenniAden @akunkelima212 Pantesan mental tempe\xf0\x9f\xa4\xa3'
2022-03-08 17:07:31+00:00,Uniemara,b'@Dennysiregar7 @TofaTofa_id Rezim mental tempe..\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e https://t.co/rj3WqE86yZ'
2022-03-08 16:29:16+00:00,Citra Lestari,b'@Dennysiregar7 Aku yg ngasih hutang lha kok aku yg di block. Dasar temen mental nipu'
2022-03-09 14:07:25+00:00,Google_Romlah,"b'@Dennysiregar7 awas jejak digital... siapkan mental jiwa raga, sanak keluarga, saat ganti rezim'"
2022-03-10 07:20:04+00:00,Beni soeroso,"b'@Dennysiregar7 Bkn langka tapi hrg lbh mahal,mental subsidi bkn mental kaya'"
2022-03-10 11:21:07+00:00,MommyDebby,"b'@Dennysiregar7 Gw sbage emak2 yg bersyukur dicukupi Tuhan, ogah ngantri. Ini sih lebih ke masalah mental. Lbih baik\xe2\x80\xa6 https://t.co/rMHtc37HnK'"
2022-03-10 07:27:55+00:00,NusaBangsa,b'@Dennysiregar7 Itulah yg disebut Presiden Jokowi dgn kalimat gagal mental.'
2022-03-10 07:52:52+00:00,Purhadi Dilan,b'@Dennysiregar7 Kaya adalah SIKAP MENTAL  bukan JUMLAH HARTA'
2022-03-09 13:27:50+00:00,wawan,b'@Dennysiregar7 Ketum Joman ini belum siaap mental..dia tidak belajar dari sikap  Jokowi..kupingnya masih panasan\xf0\x9f\xa4\x97'
2022-03-09 12:02:08+00:00,?Â¹??? 8812 ??,"b'@Dennysiregar7 Lapor melapor mah bebas.. tinggal laporanx kuat nggak,, kalo cum adagelan ya mental.'"
2022-03-10 08:02:15+00:00,Dmxuus,"b'@Dennysiregar7 Masalah mental aja... Bagi sebagian orang, merasa bangga kl dapat harga barang lebih murah...  Ingat\xe2\x80\xa6 https://t.co/UrJVFQ4Lp3'"
2022-03-09 14:24:47+00:00,Robber Cat ??????,b'@Dennysiregar7 Mending lu siapin mental klo bener di laporin... Gua sih mau ngopi dulu'
2022-03-10 11:03:39+00:00,paman sam,b'@Dennysiregar7 Paling juga mental..emang dia kira polisi ga punya kerjaan kali'
2022-03-10 07:44:26+00:00,Bangwas ????????????????????????????????????????,b'@Dennysiregar7 Pengen nya kaya. Tapi mental nya miskin.'
2022-03-09 13:05:55+00:00,Badruddin Al_ahmad,"b'@Dennysiregar7 Salut sama anda bang,mental anda seperti air yg di masukan freezer,lanjutkan mari kita berjuang bers\xe2\x80\xa6 https://t.co/9OMU9Z8tH4'"
2022-03-09 09:02:13+00:00,PRAJA MUDA,b'@Dennysiregar7 Salut sama mental lo Den\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d Ayo buktikan\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa'
2022-03-09 12:07:26+00:00,Sang Perantau,"b'@Dennysiregar7 Siapin mental den,,saya sudah siapin 1 ekor ayam jago buat syukuran sekeluarga.klo anda di\xe2\x80\xa6 https://t.co/kfapiu0yOa'"
2022-03-10 11:05:52+00:00,Arjuna S,b'@Dennysiregar7 Tidak usah lapor balik bang Denny biarken dia kena mental.. yakin dah tuhh dia tinggal tunggu waktu saja pejabat'
2022-03-09 01:15:08+00:00,Indey,b'@DenyWai Bisa coba ke Klinik Sehat Mental Kak'
2022-03-09 05:49:43+00:00,auvelia rizal,b'@depocalypsis Lapar perut dan mental'
2022-03-10 17:19:22+00:00,why shadow?,b'@deppppppppppe untung tahan mental ya kack\xf0\x9f\x98\x94'
2022-03-08 23:20:00+00:00,Nisasays,b'@depressoromes Bilkul yar mental health kharab hone se banda physically bhi sahi nhi rehta'
2022-03-09 17:52:07+00:00,al,"b'@depressshot Komen apa ya bingung, semoga kakak sehat aja ya, fisik maupun mental \xf0\x9f\xa5\xb0'"
2022-03-09 08:39:12+00:00,Mis' Zwani,b'@DEQrara Mintak dijauhkan ra. Tp dlm masa yg sama kena prepare mental n always standby ubat kt rumah'
2022-03-09 15:23:58+00:00,Aera,"b'@derlloyyd asalnya fizikal, ni dh naik ke mental \xf0\x9f\xa4\xaf\xf0\x9f\xa5\xb2'"
2022-03-10 07:52:38+00:00,megan | rest era,b'@desenjasg wkwkwk udah kuat mental kok https://t.co/uZkwiXNdU0'
2022-03-09 16:20:21+00:00,Abinnot ??,b'@desespereil Benar juga ya. Aku tak latihan mental sek hahahahah'
2022-03-10 03:13:15+00:00,mamimam,"b'@detikcom cacat mental deh, kamu dod..'"
2022-03-09 21:23:25+00:00,M.Syaifuddin,b'@detikcom Dasar Mental Wasit di Indonesia perlu perbaikkan !!!'
2022-03-10 03:33:05+00:00,Panda Chris,b'@detikcom Gala sebaiknya diasuh oleh keluarga yg sehat secara mental'
2022-03-08 21:01:46+00:00,Rachel,b'@detikcom hasil revolusi mental ala jkw\xf0\x9f\xa4\xad'
2022-03-09 08:17:50+00:00,GenryuDragon,"b'@detikcom Jangan game nya diharamkan, tapi kasih pembinaan mental atau karakter sama anak. Kalo game nya diharamkan\xe2\x80\xa6 https://t.co/KtXR8H5qLb'"
2022-03-09 16:19:58+00:00,???? 9molandewa,"b'@detikcom Kami Rakyat menilai MA tidak berbuat baik.  Ternyata sama, ber ""Mental Korup"" !'"
2022-03-10 03:37:23+00:00,Panda Chris,b'@detikcom Makanya sebaiknya Gala diasuh oleh keluarga yg benar2 sehat secara mental'
2022-03-09 14:57:18+00:00,Suga,b'@detikcom Mantap di rezim mukidi hukum lg obral discount Hasil revolusi mental  #indonesia hebat'
2022-03-10 00:16:13+00:00,???? Kangen ??,b'@detikcom Mental juara emang beda.\xf0\x9f\x91\x8c'
2022-03-10 01:37:44+00:00,Taufiq Akbar,b'@detikcom Mental juara vs mental petani beda boss'
2022-03-10 09:05:49+00:00,Lord Voldemort,"b'@detikcom Respek sama mempelai wanitanya, berani ambil resiko, udah siap mental jadi bahan perbulian nitijen indo w\xe2\x80\xa6 https://t.co/GNr9N5KLXm'"
2022-03-10 05:06:27+00:00,Rustiawati,b'@detikcom Sangat penting bimbingan mental &amp; rohani di semua prajurit TNI dari tamtama sampai perwira. Apa lg prajur\xe2\x80\xa6 https://t.co/41DtoyOxK4'
2022-03-08 14:24:21+00:00,#KopiPagi?,b'@detikcom Yg gak dukung perpanjangan masa jabatan pst mentaL'
2022-03-10 03:08:02+00:00,Melange10,"b'@detiksport Grogi, mental tempe'"
2022-03-10 06:15:44+00:00,The Darth,"b'@detiksport Hahaha lu kira uang bs membeli segalanya? Mental &amp; DNA juara ga bs dibeli dgn uangmu, bosss'"
2022-03-10 06:46:47+00:00,Mochamad,b'@detiksport Mental Madrid emang mental juara sih'
2022-03-10 07:50:42+00:00,gabriel limit,b'@devannno plis banyak banget anjir yang mental sc'
2022-03-10 08:55:41+00:00,Mimi,b'@devinawidya aduh aku harus siapin mental kalau mereka buka baju!!!'
2022-03-09 07:46:02+00:00,sei yg awalnya oghey?,b'@devlyine kek jawab nyautin dosen ngmong gt biar dapet poin \xf0\x9f\x98\xad\xf0\x9f\x98\xad kena mental aku wkwkwwk'
2022-03-08 13:07:54+00:00,za ???????????????????????,b'@devstudiess HAH KAMU SAMPE MENTAL MASA KAK?????????'
2022-03-10 03:37:54+00:00,sri wulandari??????,b'@Dew0W1snu @Speedtrap_ Takut kena mental'
2022-03-09 08:12:55+00:00,Ihsan risandi,b'@dewahoya Ni dari negara gaada niatan ngelarang aplikasi ini beredar ya? Korban mental nya udh banyak bgt. Yg nikah\xe2\x80\xa6 https://t.co/2kjH1nRk1W'
2022-03-09 08:53:49+00:00,Sigit Prabowo,"b'@dewfaa @txtdrmahasiswa Anggap aja latihan mental, gw malah dibantai sama pembimbing sendiri pas sidang. Pas setela\xe2\x80\xa6 https://t.co/lFyhTrmcNP'"
2022-03-09 03:13:55+00:00,Eunike Blessing,b'@Dewi_unik01 Mental jepitnya'
2022-03-10 06:51:45+00:00,888cccday,"b'@DewiJuita0307 @5ecretNumber udah siap mental , uang dan fisik kak \xf0\x9f\x92\xaa'"
2022-03-10 07:15:19+00:00,William Orlando,"b'@DewiLie01 Menyampaikan aspirasi di depan umum di lindungi UU,tapi klo anarkis ya sikat.mental pelajar kaya gini gimana negara kedepan.'"
2022-03-09 21:39:52+00:00,V,"b'@dgustoro_ Mental tempe, marquinhos panik clear bola kedalam\xf0\x9f\xa4\xa3'"
2022-03-09 06:39:59+00:00,locthalilik0722,b'@DHaerabin No pamer2 dri keturunan apa keluarga nya apa..apa lg buat salah trus ngancam2 mental mu mental apaan sih\xe2\x80\xa6 https://t.co/37ezTXsIk8'
2022-03-09 11:39:36+00:00,Naveen,b'@dharsha90162848 @ajayskumar45 @UmaaRajendra @Dindigul_OSFC Mental pundai pola\xf0\x9f\x99\x84'
2022-03-10 14:27:39+00:00,u n t ; t l e d,"b'@dhikaka @Bola_Jakarta Osvaldo di Persebaya lebih punya mental, kalo disini dia ngerasa cuma buat umpan Simic awaln\xe2\x80\xa6 https://t.co/dV3SvtLBws'"
2022-03-09 21:45:16+00:00,.,b'@DhikaRachmadan apa yang diharapin dari psg? wkwkwk mental di ucl mah madrid juaranya'
2022-03-10 15:52:47+00:00,Sooyoung,b'@Dhiya87461241 @willieeam Baca aja hayuk melatih mental \xf0\x9f\x98\x9a'
2022-03-09 20:08:55+00:00,MASERATI,b'@Dhoni_Tweetz Yeh toh fact hai! Meri mental health bilkul theek hai!  Btw thodi toh mehanat kar lete seedha cp hi kardiya \xf0\x9f\x98\x9e'
2022-03-09 00:39:26+00:00,Biru Langit,"b'@Diah_Mario_ Kenapa yang murah harus dari partai...ini yang di maksud Indonesia hebat ,revolusi mental,kuat mental\xe2\x80\xa6 https://t.co/S0HUWSjHDL'"
2022-03-10 14:52:18+00:00,jorge edgar araque a,b'@dianama46158538 Lisiada mental'
2022-03-10 09:22:09+00:00,`ale looking for gaon,"b'@diaryjungsu harus kuat"" mental ya'"
2022-03-10 14:00:57+00:00,gita gitu gini,b'@dibelabelain gak boleh mental yupi'
2022-03-09 21:58:21+00:00,Bullee,b'@diciy__ keren emg mental nya'
2022-03-10 14:40:56+00:00,hend,b'@didadidadid mental terguncang + senam jantung malam2'
2022-03-09 22:17:00+00:00,Ferdi,b'@didiarzadi @rudisalim13 Kalah mental gk si'
2022-03-09 22:24:56+00:00,JimmyAndre,"b'@didiarzadi @rudisalim13 mental yang berbicara, dan emang madrid ini rajanya eropa'"
2022-03-10 09:44:56+00:00,Yann,b'@didibulet perlu lek kalo udah ngerasa lelah secara mental'
2022-03-09 15:56:27+00:00,A.k.a tumpil,"b'@DIDIKWAHYUPURN1 @OngisnadeNet @AremafcOfficial Ben ga kaget musim ngarep, gpp kalah, ngelatih mental pemain enom,\xe2\x80\xa6 https://t.co/J5z6it16eR'"
2022-03-09 15:24:41+00:00,wolf,"b'@Didin_MUO @lapangan_hi7au guduk pelatih sing mental juara.. wajar.. jare presiden e ae, tim underdog... wkaka.. lu\xe2\x80\xa6 https://t.co/anPyBZqYNq'"
2022-03-10 06:19:29+00:00,sunny,"b'@diegnity @ptttsz @coffesonme @ekkeulan @anabulkami biasaa, mental judgment yg kl ada masalah asal judge kmn2 tanpa\xe2\x80\xa6 https://t.co/wNZQxvKyyO'"
2022-03-09 14:05:09+00:00,May,b'@dielovinn Gyy terlalu nyiksa mental\xf0\x9f\xa4\xa3'
2022-03-09 14:24:04+00:00,ceki ig nya @sudah.terajut dong!,"b'@diiy_dii @humanitarrian samaaa bangettt bundd, pas duduk kalo ada yg uhuk uhuk jiper juga mental \xf0\x9f\x98\xad'"
2022-03-10 07:54:22+00:00,LIFE is TEST (??STR8??),b'@dijjahyelloww Owh okeh. Mental Percaya Diri kamu mantap. Josss \xf0\x9f\x91\x8d'
2022-03-09 14:16:58+00:00,Rooom | sobbing( ???????????????),b'@diksibian Wadau bismillah mental baja\xf0\x9f\xa6\xbe'
2022-03-08 15:41:43+00:00,ilen ???,b'@dillasz @monclairef Wkwk kena mental nich'
2022-03-10 17:34:32+00:00,?????????? ???????? ????????????.,"b'@dilrabea Kapok cess, pernah gt trs malah masuk baju gua sumpah trauma. Kena mental gua pas itu\xf0\x9f\x98\xad'"
2022-03-09 22:04:22+00:00,arda,b'@dimassaatrio pelatih mental juara santuy wkwk'
2022-03-10 17:06:18+00:00,CHRISTIAN 360,b'@Dimcl2 @WChrisNunn SUBJUGATION IS MENTAL TYRANNY https://t.co/n5A2i6hODf'
2022-03-09 13:33:06+00:00,an,b'@dindadimanasih ciriciri orang gangguan mental'
2022-03-09 00:45:37+00:00,casseiopeia,b'@dindalgona SIAPKAN MENTAL KALIAN'
2022-03-09 02:39:14+00:00,Nad Romanof; on exam,"b'@dindul_marundul iyaa ya, orang tuh kenapa ya pasti dibilang ""masa gt doang nangis, mental tuh jangan lemah. nangis\xe2\x80\xa6 https://t.co/DFGc2T8u8r'"
2022-03-09 15:24:25+00:00,choy,b'@dinikopi13 Pengen ketawa tapi gimana. Baru 8% dari 30jt aja udah bikin mental sama hati ga sehat @juwitaNI'
2022-03-09 23:59:02+00:00,Call me Lucky Sky???? // MINMARCH????,"b'@dinjk_ \xf0\x9f\x92\x8cjangan lupa sarapan selamat beraktifitas yaa, jangan lupa jugaa siapin hati jantung mental buat konser nanti soree loff\xf0\x9f\x92\x83\xe2\x9c\xa8'"
2022-03-10 06:01:07+00:00,Fi,b'@dinjk_ Kuatkan mental walaupun tau kita mental yupi semua'
2022-03-10 11:49:05+00:00,dhila,b'@dinofancIub mental gue ga baik'
2022-03-09 04:19:31+00:00,#AGNEZMOPatience,b'@dinouris Kok tweet lu yang pertama di hapus? belum siap mental ya? wkwkwk si playing victim. mangkannya kalo jadi\xe2\x80\xa6 https://t.co/o03WMWW1ph'
2022-03-10 11:55:05+00:00,kotaro hartanto,b'@dioreqa tutor ga kena mental dek'
2022-03-09 21:32:22+00:00,raind,b'@dipoalam49 @itbofficial Mental pengajar aja begini .. pantas negara ini makin ancur ... Mahasiswa sudah tak lagi p\xe2\x80\xa6 https://t.co/nXzGDdooMb'
2022-03-08 14:17:07+00:00,A,"b'@Dirimuu_ @worksfess Ga sih, gue emang mau nyakitin mental aja\xf0\x9f\x99\x8f'"
2022-03-10 15:18:06+00:00,Bubu || Semi Rest??,"b'@disdeesa @brightwin_fess Langsung dikasih post break up, gue kena mental duluan\xf0\x9f\x98\xad'"
2022-03-09 05:49:37+00:00,aRIN ??,"b'@distijo kalo open relationship bikin mental sehat juga ga, kak? ups \xf0\x9f\x99\x8a'"
2022-03-09 05:35:35+00:00,Pitgirl repack,b'@Disvocal @campurtangan @faizaufi Ngeles mulu tapi ya. Emosinya kurang kuat. Jadi ga mental \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
2022-03-10 14:36:32+00:00,inot,"b'@diteksss @chelseaindo ak tetep chelsea, siap mental untuk 4 tahun kedepan'"
2022-03-09 05:01:33+00:00,nobitoy,b'@dittameliaa Sengaja ngelike biar mental health ka dita ga mblusuk'
2022-03-10 05:40:24+00:00,bila disingkat,b'@dittonjokk sowri ma mental health is priority than anything sih y kek wicis gue gabisa jujurly ya krna literally y gmn y'
2022-03-09 14:56:26+00:00,Heri,b'@DittoRadhitya @twit_logis @emerson_yuntho @HBasyeban Kalau levelnya Negarawan pastinya gak memiliki mental balas d\xe2\x80\xa6 https://t.co/uApIEyyu3d'
2022-03-10 13:45:20+00:00,N K R I,"b'@DivHumas_Polri sultan2 bodong ini merusak mental dan logika berpikir anak2 mileneal sekarang, tangkap mereka semua'"
2022-03-08 13:21:51+00:00,???? ?????????? ???? ?????? ??????????,b'@dizzyabis Siapkan mental la lok'
2022-03-09 11:13:01+00:00,mol,b'@djwembut Kena mental\xf0\x9f\x98\xad'
2022-03-09 13:11:21+00:00,w?l??,b'@dk_tsuiito @sbyfess waduh mba e kene mental ngko\xf0\x9f\x98\xad'
2022-03-10 17:12:48+00:00,P.,b'@dkssk98 Oleng banget gua!!! Saking kagetnya sampe mental hp w wkwkwkwk\xf0\x9f\x98\xad'
2022-03-09 16:17:55+00:00,pÃ¼Ã±gâ€¢fb cok,"b'@dnalalalalalaa ASTAGA,JNGN DLUU BLOM SIAP MENTAL'"
2022-03-09 15:33:45+00:00,Ghozien Hooligan,b'@DNurjaman11 @persib Tah kitu bukti keun cacian Bobotoh jadi keun motifasi lain jadi turun mental'
2022-03-10 08:45:24+00:00,nooo????,b'@DoieJeff Wahh kena mental dikatain ga bagus\xf0\x9f\xa5\xb2'
2022-03-09 07:21:13+00:00,Nina,b'@dokterparu Wkwkwkwk Tadi mau komen begitu cuma takut sendernya kena mental health \xf0\x9f\x98\x82'
2022-03-09 05:48:18+00:00,ricky,"b'@dolokontlo Bukane gangguang mental ya, moso ono jaman jamanan'"
2022-03-10 09:20:33+00:00,A?xeL ?,b'@domkyeom @gemineestar Bahagia Tertekan  Dan kena mental   Yang waras di BSS CUMA GUA'
2022-03-09 07:24:42+00:00,kanzaaaa.,"b'@Don_Arturo11 @txtdrmahasiswa Masih mental maba soalnya, kak. Semoga seiring berjalan waktu semakin kuat tapi palin\xe2\x80\xa6 https://t.co/ILf8Ntic39'"
2022-03-10 13:39:21+00:00,yemi,"b'@donaout inisih tes mental bgt, ga kebayang kalo dicengin sm temennya \xf0\x9f\x98\xad\xf0\x9f\x98\xad'"
2022-03-10 12:48:30+00:00,ifuni,b'@donbureeh salfok sama replyan pertama \xe2\x80\x9cDasar bocah halu ava korea mental rusak\xe2\x80\x9d wkksksjwjznsjaj'
2022-03-09 16:09:54+00:00,kurnia j,b'@doni_salmanan padon mental aman? https://t.co/PGIZZrt0wh'
2022-03-09 22:17:12+00:00,faradays,"b'@DoniDamanikk @idextratime Bagusan kelor napas lah, mental ada reflek bagus, lah ini donaruma apanya njirr cuman bawa kiper terbaik euro aja'"
2022-03-09 22:11:33+00:00,AfifMJ,b'@DoniDamanikk @idextratime Keylor 100x lebih hebat daripada donnarumma di pentas UCL. Mental dan pengalaman berbicara'
2022-03-10 13:03:04+00:00,Sean,b'@donkivarens mental kerupuk'
2022-03-09 22:34:41+00:00,..,b'@dontt_mindme kena mental tadi'
2022-03-09 13:05:03+00:00,MANTAN nya BOBBY ~ambis IP4 /semester,b'@Donut_ranger90s Flexing sifat manusia secara ga sadar. Tpi klo jatuhin mental anak org ga banget ih'
2022-03-10 00:42:48+00:00,fiqi,"b'@Doozybreezy ditambah berujung kata-kata ""yaelah lemah banget mental lo"" atau ""cih baperan""  dah ga sehat, ga sehat'"
2022-03-08 14:35:12+00:00,??baboo??,b'@dosamrabbit banget! beban pikiran beban tenaga belum lagi mental break dance tekanan dari atasan :)'
2022-03-08 18:17:06+00:00,rajendra,b'@dosichegn kena mental gua ge'
2022-03-08 13:28:51+00:00,S?O?M?A?Y? ?,b'@dotiway Semoga temannya mu kuat mental aja ya'
2022-03-09 12:00:06+00:00,riald,b'@doubleuway apa aja misalnya cape mental dan liat gituan menurutku membantu :)))'
2022-03-09 08:01:25+00:00,dmtr my beloved,b'@downpourwarning Omg pc kesehatan mental'
2022-03-10 15:15:26+00:00,?K?? | ia n fl0p era,"b'@doycoungt BAHAYA BANGET AJKSFAKJ, hrs siap mental bgt inie \xf0\x9f\x98\xad\xf0\x9f\x91\x86'"
2022-03-09 04:26:12+00:00,? biel ?? on rant ?,b'@doyieluvme0 @naciel_ mental nya ga kuat'
2022-03-10 11:52:01+00:00,destiaa,"b'@doyiidee SEMANGAAAAAAAAATTTT. jangan dipaksainn yaaaa, kesehatan fisik dan mental kamu adalah yang utama. istiraha\xe2\x80\xa6 https://t.co/KdIeueCPVr'"
